rosbagTimestamp,transforms,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w
1606005264897822784,,,0,,1606005264,997540873,"""camera_link_kitti""","""map""",,,0.0,0.0,0.0,,0.0,-0.707106781187,0.0,0.707106781187
1606005264996047719,,,0,,1606005265,95840030,"""world""","""camera_link_kitti""",,,5.55111512e-17,3.33066907e-16,-4.4408921e-16,,0.0,-2.16840441e-18,8.67361764e-19,1.0
1606005264998069573,,,0,,1606005265,97705290,"""camera_link_kitti""","""map""",,,0.0,0.0,0.0,,0.0,-0.707106781187,0.0,0.707106781187
1606005265096189687,,,0,,1606005265,195960432,"""world""","""camera_link_kitti""",,,5.55111512e-17,3.33066907e-16,-4.4408921e-16,,0.0,-2.16840441e-18,8.67361764e-19,1.0
1606005265098108196,,,0,,1606005265,197800838,"""camera_link_kitti""","""map""",,,0.0,0.0,0.0,,0.0,-0.707106781187,0.0,0.707106781187
1606005265196280683,,,0,,1606005265,296062170,"""world""","""camera_link_kitti""",,,5.55111512e-17,3.33066907e-16,-4.4408921e-16,,0.0,-2.16840441e-18,8.67361764e-19,1.0
1606005265198208802,,,0,,1606005265,297947326,"""camera_link_kitti""","""map""",,,0.0,0.0,0.0,,0.0,-0.707106781187,0.0,0.707106781187
1606005265296334832,,,0,,1606005265,396165004,"""world""","""camera_link_kitti""",,,5.55111512e-17,3.33066907e-16,-4.4408921e-16,,0.0,-2.16840441e-18,8.67361764e-19,1.0
1606005265298209415,,,0,,1606005265,398037865,"""camera_link_kitti""","""map""",,,0.0,0.0,0.0,,0.0,-0.707106781187,0.0,0.707106781187
1606005265396408779,,,0,,1606005265,496258770,"""world""","""camera_link_kitti""",,,5.55111512e-17,3.33066907e-16,-4.4408921e-16,,0.0,-2.16840441e-18,8.67361764e-19,1.0
1606005265398426213,,,0,,1606005265,498134012,"""camera_link_kitti""","""map""",,,0.0,0.0,0.0,,0.0,-0.707106781187,0.0,0.707106781187
1606005265496500591,,,0,,1606005265,596347389,"""world""","""camera_link_kitti""",,,5.55111512e-17,3.33066907e-16,-4.4408921e-16,,0.0,-2.16840441e-18,8.67361764e-19,1.0
1606005265498412444,,,0,,1606005265,598231408,"""camera_link_kitti""","""map""",,,0.0,0.0,0.0,,0.0,-0.707106781187,0.0,0.707106781187
1606005265596617762,,,0,,1606005265,696433412,"""world""","""camera_link_kitti""",,,5.55111512e-17,3.33066907e-16,-4.4408921e-16,,0.0,-2.16840441e-18,8.67361764e-19,1.0
1606005265598510786,,,0,,1606005265,698326187,"""camera_link_kitti""","""map""",,,0.0,0.0,0.0,,0.0,-0.707106781187,0.0,0.707106781187
