,rosbagTimestamp,secs,nsecs,frame_id_x,child_frame_id,x,y,z,qx,qy,qz,qw,Unnamed: 0,frame_id_y,files
0,1.60600529466916e+18,1603863769,89112043,"""camera_init""","""camera_gray_left""",-0.46873290000000006,-0.28380959999999994,8.582886,0.0057957477786,-0.010318089617600001,-0.00258492467581,0.999926622308,0,"""camera_color_left""",../data/images/frame0000.jpg
1,1.60600529477052e+18,1603863769,192698955,"""camera_init""","""camera_gray_left""",-0.5155474,-0.3121547,9.440275,0.006377291009689999,-0.0113475271377,-0.00283627573064,0.9999112460609999,1,"""camera_color_left""",../data/images/frame0001.jpg
2,1.60600529487426e+18,1603863769,296443939,"""camera_init""","""camera_gray_left""",-0.562431,-0.34054159999999994,10.298960000000001,0.00696017512032,-0.0123782823704,-0.00308675101671,0.9998943819220001,2,"""camera_color_left""",../data/images/frame0002.jpg
3,1.60600529497828e+18,1603863769,400181055,"""camera_init""","""camera_gray_left""",-0.6093086999999999,-0.368925,11.15757,0.00754346978812,-0.0134086966081,-0.0033359476412300002,0.999876079822,3,"""camera_color_left""",../data/images/frame0003.jpg
4,1.60600529508199e+18,1603863769,503798007,"""camera_init""","""camera_gray_left""",-0.6562051999999999,-0.39739640000000004,12.015410000000001,0.00816982429713,-0.0144433473671,-0.00364775129531,0.9998556520819999,4,"""camera_color_left""",../data/images/frame0004.jpg
5,1.60600529518541e+18,1603863769,607414007,"""camera_init""","""camera_gray_left""",-0.7018788,-0.42391190000000006,12.86965,0.00809780380022,-0.015385974243299998,-0.0029227025829,0.999844550418,5,"""camera_color_left""",../data/images/frame0005.jpg
6,1.60600529522684e+18,1603863769,607414007,"""map""","""camera_link""",0.256551331918,0.00337654413101,0.0021395413602800003,0.00165678657809,-0.00044785897819699994,0.0045113686440299994,0.999988347224,5,"""camera_color_left""",../data/images/frame0005.jpg
7,1.60600529528918e+18,1603863769,711162090,"""camera_init""","""camera_gray_left""",-0.7498241,-0.45400390000000007,13.73146,0.00929496104966,-0.016496046830000003,-0.0040754787286800005,0.9998124199070001,6,"""camera_color_left""",../data/images/frame0006.jpg
8,1.60600529531684e+18,1603863769,711162090,"""map""","""camera_link""",0.30929933081300004,0.0037407642748299996,0.00341805194195,0.0008073351947999999,-0.00105487337368,0.00560363711826,0.9999834148700001,6,"""camera_color_left""",../data/images/frame0006.jpg
9,1.60600529539281e+18,1603863769,814770936,"""camera_init""","""camera_gray_left""",-0.7992511,-0.48407700000000004,14.60026,0.0106080004418,-0.017322624987,-0.004536934556470001,0.9997833765369999,7,"""camera_color_left""",../data/images/frame0007.jpg
10,1.60600529541965e+18,1603863769,814770936,"""map""","""camera_link""",0.363476076568,0.00459810989468,0.0034608629216,0.00024049114007,-0.00270380924598,0.0064092543385,0.9999757778689999,7,"""camera_color_left""",../data/images/frame0007.jpg
11,1.60600529549671e+18,1603863769,918503999,"""camera_init""","""camera_gray_left""",-0.8546642,-0.5155069999999999,15.47957,0.011607361528,-0.0183047192492,-0.006392542384310001,0.999744642396,8,"""camera_color_left""",../data/images/frame0008.jpg
12,1.6060052955396e+18,1603863769,918503999,"""map""","""camera_link""",0.41821088764200004,0.00562402314991,0.0038624841148599998,-0.00176879879993,-0.00375842612644,0.0076315380137500005,0.999962254646,8,"""camera_color_left""",../data/images/frame0008.jpg
