,secs,nsecs,frame_id_x,child_frame_id,x,y,z,qx,qy,qz,qw,Unnamed: 0,frame_id_y,files
0,1603863775,205524921,"""map""","""camera_link""",3.31572039385,0.08818988959239998,0.031271226040500005,-0.0018402493482699998,0.00193336488229,0.0208571921515,0.9997789019299999,59,"""camera_color_left""",../data/images/frame0059.jpg
1,1603863775,309135913,"""map""","""camera_link""",3.3695884901,0.09109779186419999,0.0316360971834,-0.00185537818563,0.0018898645279000002,0.0213283213725,0.999769020227,60,"""camera_color_left""",../data/images/frame0060.jpg
2,1603863775,412750959,"""map""","""camera_link""",3.4194668889999997,0.0938593578806,0.0320171335945,-0.0030079276643600003,0.00203169223343,0.0220145231539,0.9997510674700001,61,"""camera_color_left""",../data/images/frame0061.jpg
3,1603863775,516369104,"""map""","""camera_link""",3.46889841945,0.09655298850289999,0.033372067112,-0.00319858361322,0.0027535558349,0.022670244576400003,0.999734090678,62,"""camera_color_left""",../data/images/frame0062.jpg
4,1603863775,619987964,"""map""","""camera_link""",3.5174581263899998,0.0979807474657,0.033571132509,-0.00309939261038,0.0027588307325900003,0.0234297474048,0.9997168751100001,63,"""camera_color_left""",../data/images/frame0063.jpg
5,1603863775,723598003,"""map""","""camera_link""",3.5655705777099995,0.10227865118799999,0.0341755013801,-0.00289732061914,0.00342123881123,0.0236030818696,0.999711360104,64,"""camera_color_left""",../data/images/frame0064.jpg
6,1603863775,827346086,"""map""","""camera_link""",3.61530207816,0.10514081540300001,0.0330538699265,-0.00412283541015,0.0043093392726400006,0.024259371983400002,0.999687913535,65,"""camera_color_left""",../data/images/frame0065.jpg
7,1603863775,930955886,"""map""","""camera_link""",3.6608041441800006,0.106339235078,0.0338314237279,-0.00488985678871,0.00645369495429,0.025209146348000002,0.9996494110780001,66,"""camera_color_left""",../data/images/frame0066.jpg
8,1603863776,34694910,"""map""","""camera_link""",3.70747394542,0.109561343891,0.0338838522772,-0.00648199614841,0.0072082930189100005,0.0259771894503,0.999615535739,67,"""camera_color_left""",../data/images/frame0067.jpg
9,1603863776,138313055,"""map""","""camera_link""",3.7561045128900004,0.112578812732,0.0339722504346,-0.00793775164103,0.00488646392184,0.026758251891400003,0.9995984821089999,68,"""camera_color_left""",../data/images/frame0068.jpg
10,1603863776,242050886,"""map""","""camera_link""",3.7988354810500002,0.115502798071,0.0345663105546,-0.00790308633324,0.0013748299734699999,0.0272824187877,0.9995955826649999,69,"""camera_color_left""",../data/images/frame0069.jpg
11,1603863776,345671892,"""map""","""camera_link""",3.8404897241100002,0.11872985026699999,0.0344204590054,-0.00764474185181,-0.0017531507723299998,0.028030122349,0.999576314936,70,"""camera_color_left""",../data/images/frame0070.jpg
12,1603863776,449304103,"""map""","""camera_link""",3.8813272277800004,0.121089039343,0.0366074199765,-0.008031638958460001,-0.0017061537269700002,0.028208556274799998,0.9995683319499999,71,"""camera_color_left""",../data/images/frame0071.jpg
13,1603863776,553049087,"""map""","""camera_link""",3.92105359489,0.12337040645899999,0.0366111464399,-0.009280867837819999,-0.000260023132354,0.028750125037099998,0.999543517948,72,"""camera_color_left""",../data/images/frame0072.jpg
14,1603863776,656640052,"""map""","""camera_link""",3.96022145649,0.12666096868899998,0.037260426490800004,-0.00926870000367,0.0008248949225219999,0.029176174227900004,0.999530972816,73,"""camera_color_left""",../data/images/frame0073.jpg
15,1603863776,760376930,"""map""","""camera_link""",3.99704730181,0.129433235315,0.037874947860199994,-0.00795633394524,-0.0008245712715510001,0.0294085178631,0.999535467614,74,"""camera_color_left""",../data/images/frame0074.jpg
16,1603863776,863996982,"""map""","""camera_link""",4.03352754719,0.130879243607,0.038361874945099995,-0.00409133359751,-0.003345930368,0.029536003713700004,0.999549742005,75,"""camera_color_left""",../data/images/frame0075.jpg
17,1603863776,967604875,"""map""","""camera_link""",4.06953894765,0.13281629357799998,0.038815878533900006,-0.00223461786336,-0.00580326397791,0.0289219290809,0.999562324171,76,"""camera_color_left""",../data/images/frame0076.jpg
18,1603863777,71363925,"""map""","""camera_link""",4.10372158519,0.13488241328199999,0.0398862868732,-0.0033109156944299994,-0.00577685523085,0.0273891706092,0.9996026710089999,77,"""camera_color_left""",../data/images/frame0077.jpg
19,1603863777,175091981,"""map""","""camera_link""",4.1379464221,0.136668681405,0.040948074479,-0.00582398190359,-0.00428385195411,0.025266820339,0.9996545984880001,78,"""camera_color_left""",../data/images/frame0078.jpg
20,1603863777,278713941,"""map""","""camera_link""",4.17040771643,0.138261211493,0.042234404671,-0.004992331017609999,-0.00243561621582,0.0228199164671,0.9997241638150001,79,"""camera_color_left""",../data/images/frame0079.jpg
21,1603863777,382448911,"""map""","""camera_link""",4.20278695751,0.138219178571,0.0429630910553,-0.0029865082588200003,-0.00024338226468900002,0.0201962789505,0.999791548282,80,"""camera_color_left""",../data/images/frame0080.jpg
22,1603863777,486187934,"""map""","""camera_link""",4.2333817607499995,0.13956486875,0.0442815366981,-0.00024499724296700003,0.0020016338226099997,0.0160426262411,0.9998692784700001,81,"""camera_color_left""",../data/images/frame0081.jpg
23,1603863777,589951038,"""map""","""camera_link""",4.26402819728,0.14067609829299998,0.044344904900599995,-0.00218020955896,0.00157377218414,0.0104151163304,0.999942144568,82,"""camera_color_left""",../data/images/frame0082.jpg
24,1603863777,693789005,"""map""","""camera_link""",4.2936183432599995,0.140660871559,0.0451358586116,-0.00473693399861,0.0015588634622899999,0.00293745338368,0.999983258405,83,"""camera_color_left""",../data/images/frame0083.jpg
25,1603863777,797544002,"""map""","""camera_link""",4.32551585081,0.139497635398,0.0452025244783,-0.00737337378299,0.00163146974029,-0.00582421190514,0.999954520622,84,"""camera_color_left""",../data/images/frame0084.jpg
26,1603863777,901431083,"""map""","""camera_link""",4.35388206273,0.138099213769,0.0460032117696,-0.00649421477759,0.00214593873761,-0.0170772718246,0.999830775546,85,"""camera_color_left""",../data/images/frame0085.jpg
27,1603863778,5260944,"""map""","""camera_link""",4.38113984443,0.134912377152,0.0460290062871,-0.0048821020659200005,0.00255831962508,-0.030225036384099995,0.999527924094,86,"""camera_color_left""",../data/images/frame0086.jpg
28,1603863778,109132051,"""map""","""camera_link""",4.40866958372,0.13106211855699998,0.0466037928179,-0.00447098374992,0.00344709868714,-0.04497713827930001,0.998972073873,87,"""camera_color_left""",../data/images/frame0087.jpg
29,1603863778,213032007,"""map""","""camera_link""",4.435137537819999,0.126630545171,0.0467806489251,-0.00425294236756,0.00413411484668,-0.06166686535,0.9980791687639999,88,"""camera_color_left""",../data/images/frame0088.jpg
30,1603863778,316861867,"""map""","""camera_link""",4.4615256079000005,0.121927011689,0.0465464981883,-0.00414790215048,0.00424176139347,-0.0804684520975,0.996739503567,89,"""camera_color_left""",../data/images/frame0089.jpg
31,1603863778,420871973,"""map""","""camera_link""",4.48312912009,0.116761258974,0.048171841759,-0.00365039164535,0.00487496503437,-0.100903054683,0.9948776226289999,90,"""camera_color_left""",../data/images/frame0090.jpg
32,1603863778,524842023,"""map""","""camera_link""",4.50768254789,0.108966975619,0.04794812561000001,-0.0037603610737800006,0.00467257763066,-0.12381184796700001,0.9922875857,91,"""camera_color_left""",../data/images/frame0091.jpg
33,1603863778,628832101,"""map""","""camera_link""",4.53066561897,0.0996793009765,0.0488387318437,-0.0046430007146800005,0.00425054898293,-0.148297180642,0.9889228080339999,92,"""camera_color_left""",../data/images/frame0092.jpg
